weights,total_change,ret_std,change_per_ret_std,d2,d3,d4,same_sign_days
"PEBBLES_L:0.667, PEBBLES_M:0.333, PEBBLES_S:-1.000, PEBBLES_XL:0.333, PEBBLES_XS:-0.333",4960.943499999999,22.827966567876036,217.3186773009006,2455.3487499999987,1336.6401499999993,1168.9546000000014,True
"PEBBLES_L:-0.471, PEBBLES_M:1.000, PEBBLES_S:-0.176, PEBBLES_XL:0.118, PEBBLES_XS:-0.471",4047.561300000002,18.640907924359603,217.13327035485872,464.78530000000046,2033.081900000001,1549.6941000000006,True
"PEBBLES_L:-1.000, PEBBLES_M:0.364, PEBBLES_S:0.818, PEBBLES_XL:0.818, PEBBLES_XS:-1.000",8541.914600000002,39.37973220490216,216.91144458663095,3809.3601000000017,-364.69650000000183,5097.251000000002,False
"PEBBLES_L:-0.538, PEBBLES_M:0.231, PEBBLES_S:-0.538, PEBBLES_XL:1.000, PEBBLES_XS:-0.154",8439.062400000003,38.94181094349513,216.7095519066935,4144.061800000001,-1283.17425,5578.174850000002,False
"PEBBLES_L:-0.923, PEBBLES_M:0.231, PEBBLES_S:0.231, PEBBLES_XL:1.000, PEBBLES_XS:-0.538",8809.05775,40.65548844597577,216.6757327662104,4208.978050000001,-1300.3786000000014,5900.4583,False
"PEBBLES_L:1.000, PEBBLES_M:-0.111, PEBBLES_S:-0.667, PEBBLES_XL:0.444, PEBBLES_XS:-0.667",5714.432699999999,26.37345611571434,216.67363863604953,3706.5299000000005,898.4154499999995,1109.4873499999994,True
"PEBBLES_L:-0.875, PEBBLES_M:0.375, PEBBLES_S:-0.250, PEBBLES_XL:1.000, PEBBLES_XS:-0.250",8657.3125,39.99128930256381,216.47995478467826,3912.6875,-1225.4375,5970.0625,False
"PEBBLES_L:-0.765, PEBBLES_M:0.118, PEBBLES_S:0.118, PEBBLES_XL:1.000, PEBBLES_XS:-0.471",8540.9246,39.509637878037445,216.1731936487253,4299.433000000001,-1451.1858500000003,5692.677449999999,False
"PEBBLES_L:0.923, PEBBLES_M:0.154, PEBBLES_S:-0.231, PEBBLES_XL:0.154, PEBBLES_XS:-1.000",4656.762999999999,21.546604955328025,216.1251394200959,2654.0194999999985,2144.888250000002,-142.1447500000013,False
"PEBBLES_L:-0.538, PEBBLES_M:-0.154, PEBBLES_S:0.615, PEBBLES_XL:1.000, PEBBLES_XS:-0.923",8979.82015,41.58825835254199,215.9220055304655,5055.098049999999,-1345.7614000000003,5270.483500000002,False
"PEBBLES_L:-1.000, PEBBLES_M:0.538, PEBBLES_S:-0.231, PEBBLES_XL:0.923, PEBBLES_XS:-0.231",8295.658349999998,38.4212106382424,215.9135074661845,3402.5173999999993,-910.9918499999999,5804.132799999999,False
"PEBBLES_L:-0.000, PEBBLES_M:0.500, PEBBLES_S:-1.000, PEBBLES_XL:0.500, PEBBLES_XS:-0.000",5366.75,24.861439278049005,215.86642430386092,2184.5,420.25,2762.0,True
"PEBBLES_L:-0.250, PEBBLES_M:-0.250, PEBBLES_S:0.062, PEBBLES_XL:1.000, PEBBLES_XS:-0.562",8302.15625,38.46740614824103,215.82313655373994,4940.34375,-1619.96875,4981.78125,False
"PEBBLES_L:-0.429, PEBBLES_M:0.286, PEBBLES_S:-0.786, PEBBLES_XL:1.000, PEBBLES_XS:-0.071",8534.195450000001,39.58038587735745,215.61678242460275,4148.12195,-1128.3415999999993,5514.415100000001,False
"PEBBLES_L:-0.500, PEBBLES_M:0.500, PEBBLES_S:-1.000, PEBBLES_XL:1.000, PEBBLES_XS:0.000",8880.25,41.232342724272065,215.37097853943916,3970.25,-803.25,5713.25,False
"PEBBLES_L:-0.250, PEBBLES_M:1.000, PEBBLES_S:-0.667, PEBBLES_XL:0.167, PEBBLES_XS:-0.250",4232.478000000001,19.656473952372217,215.3223416496431,649.1921499999999,1975.45415,1607.8317000000006,True
"PEBBLES_L:-1.000, PEBBLES_M:0.923, PEBBLES_S:-0.231, PEBBLES_XL:0.538, PEBBLES_XS:-0.231",6200.934450000001,28.806943966861503,215.25832303257639,1610.2814000000008,470.2990500000003,4120.353999999999,True
"PEBBLES_L:1.000, PEBBLES_M:-0.250, PEBBLES_S:-0.667, PEBBLES_XL:0.583, PEBBLES_XS:-0.667",6470.951550000002,30.07506888521758,215.15999097779581,4353.803900000002,399.5560999999989,1717.591550000001,True
"PEBBLES_L:-0.000, PEBBLES_M:-0.000, PEBBLES_S:0.667, PEBBLES_XL:0.333, PEBBLES_XS:-1.000",4720.896999999999,21.951893367482175,215.05648378345205,2616.1828499999992,568.0458500000004,1536.6682999999994,True
"PEBBLES_L:0.231, PEBBLES_M:-0.538, PEBBLES_S:0.231, PEBBLES_XL:1.000, PEBBLES_XS:-0.923",8780.6316,40.830509328579524,215.05074867763045,5836.5218,-1373.95165,4318.061449999999,False
"PEBBLES_L:-1.000, PEBBLES_M:0.818, PEBBLES_S:-0.545, PEBBLES_XL:0.818, PEBBLES_XS:-0.091",7903.176750000003,36.76406520481465,214.97015376213068,2732.751150000002,-290.49405000000206,5460.9196500000035,False
"PEBBLES_L:0.118, PEBBLES_M:-0.471, PEBBLES_S:0.118, PEBBLES_XL:1.000, PEBBLES_XS:-0.765",8519.308249999995,39.64312499007469,214.9000173960288,5543.917149999999,-1507.3589500000026,4482.750049999999,False
"PEBBLES_L:0.429, PEBBLES_M:-0.286, PEBBLES_S:0.429, PEBBLES_XL:0.429, PEBBLES_XS:-1.000",5192.032449999999,24.16296391718061,214.87564471791907,3492.06985,263.07670000000144,1436.8858999999975,True
"PEBBLES_L:-0.000, PEBBLES_M:0.333, PEBBLES_S:-1.000, PEBBLES_XL:0.667, PEBBLES_XS:-0.000",6274.681549999998,29.227375188196515,214.68508580045295,2961.3219999999983,-178.45304999999917,3491.8125999999993,False
"PEBBLES_L:-1.000, PEBBLES_M:1.000, PEBBLES_S:-1.000, PEBBLES_XL:1.000, PEBBLES_XS:0.000",9670.5,45.046934064240006,214.67609729463956,3426.0,-231.0,6475.5,False
"PEBBLES_L:-0.667, PEBBLES_M:0.167, PEBBLES_S:-0.250, PEBBLES_XL:1.000, PEBBLES_XS:-0.250",8328.09435,38.797980635353085,214.65277866578865,4139.422050000001,-1463.8368500000006,5652.509149999999,False
"PEBBLES_L:-0.471, PEBBLES_M:0.118, PEBBLES_S:-0.471, PEBBLES_XL:1.000, PEBBLES_XS:-0.176",8258.14745,38.47967223928358,214.61064945270832,4249.87715,-1437.9513500000003,5446.2216499999995,False
"PEBBLES_L:-0.667, PEBBLES_M:1.000, PEBBLES_S:0.167, PEBBLES_XL:0.167, PEBBLES_XS:-0.667",4633.135049999999,21.596362665643777,214.53311938359633,719.4061000000002,1956.7026499999993,1957.0262999999995,True
"PEBBLES_L:0.250, PEBBLES_M:0.250, PEBBLES_S:-1.000, PEBBLES_XL:0.562, PEBBLES_XS:-0.062",5603.78125,26.139521853097616,214.3796386748342,2808.25,112.3125,2683.21875,True
"PEBBLES_L:-0.000, PEBBLES_M:1.000, PEBBLES_S:-0.333, PEBBLES_XL:-0.000, PEBBLES_XS:-0.667",3993.2341499999993,18.649472021675024,214.12049335010303,595.5370499999999,2900.36755,497.3295499999995,True
"PEBBLES_L:-0.583, PEBBLES_M:0.667, PEBBLES_S:0.667, PEBBLES_XL:0.250, PEBBLES_XS:-1.000",5189.178149999998,24.24131754241994,214.06337097476006,1592.9842499999977,1535.0085500000005,2061.1853499999997,True
"PEBBLES_L:-1.000, PEBBLES_M:0.364, PEBBLES_S:0.364, PEBBLES_XL:0.818, PEBBLES_XS:-0.545",7621.974750000001,35.61153350451754,214.0310736417208,3304.267350000001,-831.2230500000014,5148.930450000002,False
"PEBBLES_L:0.071, PEBBLES_M:0.429, PEBBLES_S:0.429, PEBBLES_XL:0.071, PEBBLES_XS:-1.000",3811.0283,17.81549782913755,213.91646399950713,1438.8041999999987,1954.572000000002,417.65209999999934,True
"PEBBLES_L:0.538, PEBBLES_M:-0.615, PEBBLES_S:0.154, PEBBLES_XL:0.923, PEBBLES_XS:-1.000",8437.9946,39.542661033217016,213.38965005192324,5876.18115,-1029.9476999999988,3591.7611499999985,False
"PEBBLES_L:1.000, PEBBLES_M:-0.000, PEBBLES_S:-0.667, PEBBLES_XL:0.333, PEBBLES_XS:-0.667",5109.32655,23.94472792612743,213.3800210953714,3188.8039,1297.4311000000007,623.0915499999992,True
"PEBBLES_L:-0.071, PEBBLES_M:-0.429, PEBBLES_S:0.286, PEBBLES_XL:1.000, PEBBLES_XS:-0.786",8471.74735,39.80165383022725,212.84912898685016,5382.83665,-1595.2616500000004,4684.17235,False
"PEBBLES_L:0.250, PEBBLES_M:0.667, PEBBLES_S:-1.000, PEBBLES_XL:0.250, PEBBLES_XS:-0.167",4388.155599999998,20.62133910309975,212.79683041245275,1452.6572000000003,1572.5247499999994,1362.9736499999985,True
"PEBBLES_L:-0.333, PEBBLES_M:0.333, PEBBLES_S:-1.000, PEBBLES_XL:1.000, PEBBLES_XS:0.000",8616.78065,40.50155065366454,212.75187026006776,4151.702950000001,-994.0381500000003,5459.11585,False
"PEBBLES_L:-0.562, PEBBLES_M:0.062, PEBBLES_S:-0.250, PEBBLES_XL:1.000, PEBBLES_XS:-0.250",8163.40625,38.37837548789167,212.70848873151354,4252.84375,-1583.09375,5493.65625,False
"PEBBLES_L:0.667, PEBBLES_M:0.667, PEBBLES_S:-0.333, PEBBLES_XL:-0.000, PEBBLES_XS:-1.000",4495.42815,21.14531905092155,212.59684657272084,1643.1092499999995,3218.2585500000005,-365.93965000000026,False
"PEBBLES_L:-0.500, PEBBLES_M:1.000, PEBBLES_S:-1.000, PEBBLES_XL:0.500, PEBBLES_XS:0.000",6157.0,28.965872067527094,212.5604913826315,1640.25,992.5,3524.25,True
"PEBBLES_L:-0.286, PEBBLES_M:0.071, PEBBLES_S:0.786, PEBBLES_XL:0.429, PEBBLES_XS:-1.000",5376.920799999998,25.302712266058485,212.50373254304031,2766.6108999999997,289.05554999999913,2321.2543499999992,True
"PEBBLES_L:-0.875, PEBBLES_M:1.000, PEBBLES_S:-0.250, PEBBLES_XL:0.375, PEBBLES_XS:-0.250",5253.25,24.723373693802486,212.48111463512987,1000.1875,1019.25,3233.8125,True
"PEBBLES_L:1.000, PEBBLES_M:-0.154, PEBBLES_S:-0.923, PEBBLES_XL:0.615, PEBBLES_XS:-0.538",6725.208950000002,31.673536871288228,212.3289538938843,4342.1439500000015,436.9667499999978,1946.0982500000027,True
"PEBBLES_L:1.000, PEBBLES_M:-0.364, PEBBLES_S:-0.364, PEBBLES_XL:0.545, PEBBLES_XS:-0.818",6171.168900000001,29.066015850582296,212.31561049590394,4367.908849999999,355.29175000000214,1447.9682999999995,True
"PEBBLES_L:0.364, PEBBLES_M:-0.545, PEBBLES_S:0.364, PEBBLES_XL:0.818, PEBBLES_XS:-1.000",7588.410950000001,35.815912753371805,211.8726109886899,5227.592950000002,-918.1470000000008,3278.965,False
"PEBBLES_L:0.000, PEBBLES_M:-0.500, PEBBLES_S:0.500, PEBBLES_XL:1.000, PEBBLES_XS:-1.000",8792.75,41.53761908126565,211.6816080092977,5698.75,-1457.0,4551.0,False
"PEBBLES_L:-1.000, PEBBLES_M:0.333, PEBBLES_S:0.000, PEBBLES_XL:1.000, PEBBLES_XS:-0.333",8582.8444,40.54643385726843,211.67939035559405,3893.4678,-1366.2747499999996,6055.65135,False
"PEBBLES_L:-1.000, PEBBLES_M:0.250, PEBBLES_S:0.875, PEBBLES_XL:0.875, PEBBLES_XS:-1.000",8701.125,41.12101769432702,211.5979975174688,4082.3125,-694.5625,5313.375,False
"PEBBLES_L:-0.545, PEBBLES_M:-0.091, PEBBLES_S:0.818, PEBBLES_XL:0.818, PEBBLES_XS:-1.000",7823.577350000001,37.0401292969434,211.2189535646576,4304.083350000001,-884.8717500000002,4404.365750000001,False
"PEBBLES_L:0.500, PEBBLES_M:0.500, PEBBLES_S:-0.000, PEBBLES_XL:-0.000, PEBBLES_XS:-1.000",3877.75,18.3592540513924,211.2150084717578,1510.25,2670.25,-302.75,False
"PEBBLES_L:1.000, PEBBLES_M:-0.000, PEBBLES_S:-1.000, PEBBLES_XL:0.500, PEBBLES_XS:-0.500",6120.25,29.043689216512224,210.72564006505246,3756.0,897.0,1467.25,True
"PEBBLES_L:-0.286, PEBBLES_M:0.786, PEBBLES_S:0.429, PEBBLES_XL:0.071, PEBBLES_XS:-1.000",4375.424849999996,20.76569172919671,210.70450756273712,1050.100849999999,2363.2729499999987,962.0510499999982,True
"PEBBLES_L:0.667, PEBBLES_M:0.111, PEBBLES_S:0.111, PEBBLES_XL:0.111, PEBBLES_XS:-1.000",3925.6939500000008,18.653512617844665,210.45333554198965,2225.593999999999,1834.2486000000008,-134.14864999999918,False
"PEBBLES_L:1.000, PEBBLES_M:-0.071, PEBBLES_S:-0.429, PEBBLES_XL:0.286, PEBBLES_XS:-0.786",4776.216749999998,22.715294753432726,210.2643528003623,3116.486900000001,1326.818299999999,332.911549999998,True
"PEBBLES_L:-0.538, PEBBLES_M:-0.154, PEBBLES_S:0.231, PEBBLES_XL:1.000, PEBBLES_XS:-0.538",8201.19745,39.072135410047615,209.89887969857458,4627.6151500000005,-1740.553300000001,5314.1356,False
"PEBBLES_L:0.000, PEBBLES_M:-0.333, PEBBLES_S:0.667, PEBBLES_XL:0.667, PEBBLES_XS:-1.000",6536.8290499999985,31.143521614529767,209.89370216084657,4169.728299999999,-629.1563500000011,2996.2571000000007,False
"PEBBLES_L:-0.286, PEBBLES_M:0.429, PEBBLES_S:-1.000, PEBBLES_XL:0.786, PEBBLES_XS:0.071",7041.0687,33.55743003063777,209.82145216637684,3135.9051500000005,-510.37240000000065,4415.53595,False
"PEBBLES_L:-1.000, PEBBLES_M:0.667, PEBBLES_S:-0.167, PEBBLES_XL:0.667, PEBBLES_XS:-0.167",6430.5085999999965,30.665766292464728,209.69665452580318,2155.0993499999986,-340.02110000000084,4615.430349999999,False
"PEBBLES_L:-0.154, PEBBLES_M:1.000, PEBBLES_S:-0.923, PEBBLES_XL:0.231, PEBBLES_XS:-0.154",4658.355299999999,22.227038471917073,209.5805658448666,922.2779000000003,1891.595899999999,1844.4814999999999,True
"PEBBLES_L:0.154, PEBBLES_M:0.154, PEBBLES_S:0.538, PEBBLES_XL:0.154, PEBBLES_XS:-1.000",3838.9971000000005,18.333207016025355,209.40128460035774,1928.569599999999,1320.5833000000002,589.8442000000014,True
"PEBBLES_L:1.000, PEBBLES_M:-0.250, PEBBLES_S:-0.250, PEBBLES_XL:0.375, PEBBLES_XS:-0.875",5207.3125,24.869936820335397,209.38181458274303,3644.875,899.875,662.5625,True
"PEBBLES_L:-0.471, PEBBLES_M:-0.176, PEBBLES_S:0.118, PEBBLES_XL:1.000, PEBBLES_XS:-0.471",8076.099550000001,38.57977549181954,209.3350582538371,4619.560849999999,-1787.7833000000005,5244.322000000002,False
"PEBBLES_L:-0.667, PEBBLES_M:-0.111, PEBBLES_S:0.444, PEBBLES_XL:1.000, PEBBLES_XS:-0.667",8437.534599999999,40.33301418997802,209.19672802675294,4643.088000000001,-1651.6814000000004,5446.128,False
"PEBBLES_L:0.333, PEBBLES_M:-0.333, PEBBLES_S:-0.667, PEBBLES_XL:1.000, PEBBLES_XS:-0.333",8237.985200000003,39.390393452663375,209.13691075210605,5247.76,-1414.8293999999996,4405.054600000001,False
"PEBBLES_L:0.167, PEBBLES_M:-0.250, PEBBLES_S:-0.667, PEBBLES_XL:1.000, PEBBLES_XS:-0.250",8112.452099999999,38.858734059255795,208.76779175639888,4985.9481,-1494.2559500000007,4620.75995,False
"PEBBLES_L:-0.545, PEBBLES_M:0.364, PEBBLES_S:0.818, PEBBLES_XL:0.364, PEBBLES_XS:-1.000",5347.529499999999,25.616558096494714,208.75284961611362,2185.7459,747.6202499999999,2414.163349999999,True
"PEBBLES_L:-1.000, PEBBLES_M:0.429, PEBBLES_S:0.071, PEBBLES_XL:0.786, PEBBLES_XS:-0.286",7004.716750000002,33.59892827979116,208.48036257790844,2859.2369000000012,-909.1816999999999,5054.661550000001,False
"PEBBLES_L:0.286, PEBBLES_M:-0.429, PEBBLES_S:-0.429, PEBBLES_XL:1.000, PEBBLES_XS:-0.429",8128.5911,39.01255546022856,208.35833500542435,5322.7493,-1579.174450000001,4385.01625,False
"PEBBLES_L:0.062, PEBBLES_M:-0.250, PEBBLES_S:-0.562, PEBBLES_XL:1.000, PEBBLES_XS:-0.250",8001.6875,38.42507672592242,208.24128880923953,4887.6875,-1605.90625,4719.90625,False
"PEBBLES_L:-0.667, PEBBLES_M:0.000, PEBBLES_S:0.000, PEBBLES_XL:1.000, PEBBLES_XS:-0.333",8056.063750000001,38.72857292272895,208.01344180880142,4256.264850000001,-1747.7366000000002,5547.5355,False
"PEBBLES_L:-0.118, PEBBLES_M:-0.118, PEBBLES_S:0.765, PEBBLES_XL:0.471, PEBBLES_XS:-1.000",5395.574199999999,25.946725943665026,207.94817086806074,3142.1537000000008,-7.438000000000102,2260.8584999999985,False
"PEBBLES_L:0.375, PEBBLES_M:-0.250, PEBBLES_S:-0.875, PEBBLES_XL:1.000, PEBBLES_XS:-0.250",8333.875,40.07723731551807,207.94534649156293,5182.375,-1271.0625,4422.5625,False
"PEBBLES_L:0.364, PEBBLES_M:0.364, PEBBLES_S:-1.000, PEBBLES_XL:0.364, PEBBLES_XS:-0.091",4473.429849999997,21.514209640125582,207.92908151534982,2032.5625499999987,788.5297499999988,1652.3375499999997,True
"PEBBLES_L:-0.333, PEBBLES_M:-0.333, PEBBLES_S:0.333, PEBBLES_XL:1.000, PEBBLES_XS:-0.667",8204.3577,39.46933423542678,207.86663517207126,4989.7303,-1786.856200000001,5001.4836000000005,False
"PEBBLES_L:0.118, PEBBLES_M:-0.176, PEBBLES_S:-0.765, PEBBLES_XL:1.000, PEBBLES_XS:-0.176",8105.950699999999,39.02409359723388,207.71656565969718,4847.3413,-1459.42065,4718.030049999999,False
"PEBBLES_L:0.545, PEBBLES_M:-0.364, PEBBLES_S:-0.818, PEBBLES_XL:1.000, PEBBLES_XS:-0.364",8444.6027,40.65494733014924,207.71402386586243,5485.867699999999,-1223.5166500000005,4182.25165,False
"PEBBLES_L:-0.818, PEBBLES_M:0.091, PEBBLES_S:0.091, PEBBLES_XL:1.000, PEBBLES_XS:-0.364",8196.655750000002,39.46901546047536,207.6731748783602,4133.852849999999,-1677.5314999999991,5740.334400000002,False
"PEBBLES_L:0.091, PEBBLES_M:-0.364, PEBBLES_S:-0.364, PEBBLES_XL:1.000, PEBBLES_XS:-0.364",7961.362899999999,38.34254856253168,207.63781226008118,5057.179899999999,-1710.6205500000005,4614.8035500000005,False
"PEBBLES_L:-0.364, PEBBLES_M:1.000, PEBBLES_S:-0.364, PEBBLES_XL:0.091, PEBBLES_XS:-0.364",3728.2870000000007,17.96028223135731,207.58510094516723,326.05065000000013,2074.5873500000007,1327.649,True
"PEBBLES_L:0.500, PEBBLES_M:-0.500, PEBBLES_S:-0.500, PEBBLES_XL:1.000, PEBBLES_XS:-0.500",8312.0,40.06261446946032,207.4752262196025,5614.5,-1434.5,4132.0,False
"PEBBLES_L:0.471, PEBBLES_M:0.176, PEBBLES_S:-1.000, PEBBLES_XL:0.471, PEBBLES_XS:-0.118",5011.865349999998,24.17507239869648,207.31542257016108,2673.247150000001,368.76029999999855,1969.857899999999,True
"PEBBLES_L:0.667, PEBBLES_M:-0.167, PEBBLES_S:0.250, PEBBLES_XL:0.250, PEBBLES_XS:-1.000",4315.030650000002,20.82748128765346,207.17966759417783,2893.077949999999,1027.5868500000015,394.36585000000196,True
"PEBBLES_L:0.250, PEBBLES_M:-0.062, PEBBLES_S:0.562, PEBBLES_XL:0.250, PEBBLES_XS:-1.000",4147.53125,20.02298760679703,207.13848160162038,2484.96875,812.0,850.5625,True
"PEBBLES_L:-0.667, PEBBLES_M:0.333, PEBBLES_S:-0.667, PEBBLES_XL:1.000, PEBBLES_XS:0.000",8262.57185,39.90190355392483,207.07212223180457,3837.3907500000005,-1351.2585500000005,5776.43965,False
"PEBBLES_L:0.091, PEBBLES_M:1.000, PEBBLES_S:-0.818, PEBBLES_XL:0.091, PEBBLES_XS:-0.364",4211.6159,20.34180154411814,207.04242398912766,754.728149999999,2561.6018,895.2859500000009,True
"PEBBLES_L:-0.444, PEBBLES_M:0.667, PEBBLES_S:-1.000, PEBBLES_XL:0.667, PEBBLES_XS:0.111",6458.509899999997,31.203817930639975,206.97819460285308,2370.1714499999975,-29.875100000000202,4118.2135499999995,False
"PEBBLES_L:0.231, PEBBLES_M:-0.154, PEBBLES_S:-0.923, PEBBLES_XL:1.000, PEBBLES_XS:-0.154",8239.942799999999,39.83913187354335,206.8303803947103,4925.387000000001,-1311.1606000000002,4625.716399999998,False
"PEBBLES_L:0.000, PEBBLES_M:-0.333, PEBBLES_S:-0.333, PEBBLES_XL:1.000, PEBBLES_XS:-0.333",7883.4919,38.1286671976038,206.760227393824,4933.374100000001,-1771.9780500000006,4722.09585,False
"PEBBLES_L:-0.615, PEBBLES_M:0.923, PEBBLES_S:0.538, PEBBLES_XL:0.154, PEBBLES_XS:-1.000",5054.786649999998,24.47819676639528,206.50159397931742,1091.1968500000003,2201.1366,1762.453199999998,True
"PEBBLES_L:0.615, PEBBLES_M:-0.538, PEBBLES_S:-0.538, PEBBLES_XL:1.000, PEBBLES_XS:-0.538",8411.034099999999,40.75797520175798,206.36535692374662,5771.8007,-1356.6269500000017,3995.860350000001,False
"PEBBLES_L:-0.286, PEBBLES_M:-0.286, PEBBLES_S:0.786, PEBBLES_XL:0.786, PEBBLES_XS:-1.000",7321.865950000003,35.484000890537274,206.34273943873583,4430.696900000001,-993.4691000000003,3884.6381500000025,False
"PEBBLES_L:-1.000, PEBBLES_M:0.538, PEBBLES_S:0.538, PEBBLES_XL:0.538, PEBBLES_XS:-0.615",5962.6716499999975,28.915885251091648,206.20747378899256,2093.6395999999995,12.799649999999929,3856.232399999998,True
"PEBBLES_L:-0.364, PEBBLES_M:-0.364, PEBBLES_S:0.545, PEBBLES_XL:1.000, PEBBLES_XS:-0.818",8398.567099999997,40.76948883238102,206.00128528787107,5133.874299999999,-1730.9704000000002,4995.663199999998,False
"PEBBLES_L:-0.786, PEBBLES_M:0.286, PEBBLES_S:-0.429, PEBBLES_XL:1.000, PEBBLES_XS:-0.071",8154.598150000002,39.602584590814125,205.91075643814096,3811.376650000001,-1510.9742499999988,5854.19575,False
"PEBBLES_L:0.333, PEBBLES_M:1.000, PEBBLES_S:-0.667, PEBBLES_XL:-0.000, PEBBLES_XS:-0.667",4347.727449999998,21.118968975162026,205.86835726276934,909.922950000001,3257.516199999998,180.28829999999834,True
"PEBBLES_L:-0.111, PEBBLES_M:-0.111, PEBBLES_S:-0.667, PEBBLES_XL:1.000, PEBBLES_XS:-0.111",7903.129799999999,38.50101208472427,205.27070256253492,4549.385399999999,-1626.6971000000008,4980.441500000001,False
"PEBBLES_L:-0.000, PEBBLES_M:0.667, PEBBLES_S:-1.000, PEBBLES_XL:0.333, PEBBLES_XS:-0.000",4458.818449999998,21.72165204026762,205.27068759476654,1407.677999999999,1018.9530499999996,2032.1873999999993,True
"PEBBLES_L:-0.538, PEBBLES_M:1.000, PEBBLES_S:-0.538, PEBBLES_XL:0.231, PEBBLES_XS:-0.154",4249.614600000001,20.70702122682076,205.22578083300988,559.5898000000009,1479.4075500000001,2210.6172500000002,True
"PEBBLES_L:-0.429, PEBBLES_M:1.000, PEBBLES_S:-0.786, PEBBLES_XL:0.286, PEBBLES_XS:-0.071",4643.760499999999,22.62821188958062,205.21994944453672,819.4839499999991,1437.06685,2387.2097000000003,True
"PEBBLES_L:-0.154, PEBBLES_M:-0.154, PEBBLES_S:-0.538, PEBBLES_XL:1.000, PEBBLES_XS:-0.154",7831.113000000001,38.16264125891299,205.2036426637798,4562.7092,-1723.2594999999992,4991.6633,False
"PEBBLES_L:0.118, PEBBLES_M:-0.471, PEBBLES_S:-0.176, PEBBLES_XL:1.000, PEBBLES_XS:-0.471",7923.902799999996,38.62355305341791,205.15727253370304,5217.024999999999,-1809.2526000000012,4516.130399999998,False
"PEBBLES_L:0.538, PEBBLES_M:-0.231, PEBBLES_S:-1.000, PEBBLES_XL:0.923, PEBBLES_XS:-0.231",7897.439299999995,38.51996876608896,205.0219549230918,4965.256049999998,-967.2579000000005,3899.4411499999974,False
"PEBBLES_L:-0.176, PEBBLES_M:-0.176, PEBBLES_S:-0.471, PEBBLES_XL:1.000, PEBBLES_XS:-0.176",7793.322399999998,38.03670010800774,204.8895508251331,4570.004999999999,-1774.5488000000005,4997.8661999999995,False
"PEBBLES_L:-0.071, PEBBLES_M:-0.071, PEBBLES_S:-0.786, PEBBLES_XL:1.000, PEBBLES_XS:-0.071",7969.709799999999,38.92506903539225,204.74491112022477,4536.835599999999,-1536.9531000000002,4969.8273,False
"PEBBLES_L:0.667, PEBBLES_M:-0.583, PEBBLES_S:0.250, PEBBLES_XL:0.667, PEBBLES_XS:-1.000",6584.656149999997,32.182004602683286,204.60677422968794,4834.801399999997,-468.78729999999996,2218.6420500000004,False
"PEBBLES_L:0.231, PEBBLES_M:-0.538, PEBBLES_S:-0.154, PEBBLES_XL:1.000, PEBBLES_XS:-0.538",8002.008899999999,39.12798973499513,204.50856162546972,5409.038899999999,-1768.7435500000006,4361.71355,False
"PEBBLES_L:-1.000, PEBBLES_M:0.154, PEBBLES_S:0.538, PEBBLES_XL:0.923, PEBBLES_XS:-0.615",8057.326599999995,39.40262411534998,204.4870558979122,3885.974149999999,-1368.6951500000005,5540.047599999996,False
"PEBBLES_L:1.000, PEBBLES_M:-0.538, PEBBLES_S:-0.154, PEBBLES_XL:0.615, PEBBLES_XS:-0.923",6486.877199999999,31.820277908422554,203.85985372814667,4825.600700000001,-20.736550000000534,1682.0130499999987,False
"PEBBLES_L:-0.765, PEBBLES_M:0.118, PEBBLES_S:-0.176, PEBBLES_XL:1.000, PEBBLES_XS:-0.176",7945.519149999998,39.00031575808744,203.7296107878908,3972.54085,-1753.0795000000007,5726.0578,False
"PEBBLES_L:-0.818, PEBBLES_M:0.545, PEBBLES_S:-0.818, PEBBLES_XL:1.000, PEBBLES_XS:0.091",8478.2556,41.635362782687125,203.6311210797337,3562.531799999999,-1136.6821499999996,6052.40595,False
"PEBBLES_L:-1.000, PEBBLES_M:0.250, PEBBLES_S:0.250, PEBBLES_XL:0.875, PEBBLES_XS:-0.375",7435.8125,36.53145302703321,203.54548981387387,3387.625,-1336.125,5384.3125,False
"PEBBLES_L:0.250, PEBBLES_M:-0.062, PEBBLES_S:-1.000, PEBBLES_XL:0.875, PEBBLES_XS:-0.062",7305.8125,35.919261526206874,203.39539816734936,4264.5,-1010.03125,4051.34375,False
"PEBBLES_L:-0.615, PEBBLES_M:0.154, PEBBLES_S:0.923, PEBBLES_XL:0.538, PEBBLES_XS:-1.000",6133.365100000003,30.167068107333844,203.31326458963824,2939.85815,-32.787049999999,3226.2940000000017,False
"PEBBLES_L:-0.286, PEBBLES_M:0.786, PEBBLES_S:-1.000, PEBBLES_XL:0.429, PEBBLES_XS:0.071",5096.12355,25.06945228700985,203.28021097775004,1471.819150000001,772.1522500000003,2852.152149999999,True
"PEBBLES_L:0.154, PEBBLES_M:-0.615, PEBBLES_S:0.538, PEBBLES_XL:0.923, PEBBLES_XS:-1.000",8029.058499999999,39.58368076190153,202.83759229707107,5513.40905,-1442.1537500000013,3957.8032000000003,False
"PEBBLES_L:0.583, PEBBLES_M:-0.667, PEBBLES_S:-0.250, PEBBLES_XL:1.000, PEBBLES_XS:-0.667",8297.555999999997,40.929011607351605,202.73042700375404,5902.6778,-1543.5160000000005,3938.394199999998,False
