target,reference,target_family,reference_family,same_family,log_beta,direction,high_spread_action,low_spread_action,log_intercept,log_r2,spread_std_bps,ar1,half_life_ticks,reversion_bps_per_z_next_tick,reversion_t,z2_count,z2_next_tick_reversion_bps,log_return_corr,abs_log_return_corr,best_lead,best_lead_corr,abs_best_lead_corr,pair_score
SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,SNACKPACK,SNACKPACK,True,-0.4267693267744135,reversed,"SELL SNACKPACK_RASPBERRY, SELL 0.427x SNACKPACK_PISTACHIO","BUY SNACKPACK_RASPBERRY, BUY 0.427x SNACKPACK_PISTACHIO",13.126480263342684,0.24942712152718916,145.8932272656798,0.9990775339091321,751.0600507255213,-0.13458155503990504,-3.7510900859045777,1275,0.3779742692529871,-0.830659178480488,0.830659178480488,SNACKPACK_PISTACHIO-> SNACKPACK_RASPBERRY lag2,-0.01660715541219746,0.01660715541219746,1.9435444555116677
SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK,SNACKPACK,True,-0.5844541907742037,reversed,"SELL SNACKPACK_PISTACHIO, SELL 0.584x SNACKPACK_RASPBERRY","BUY SNACKPACK_PISTACHIO, BUY 0.584x SNACKPACK_RASPBERRY",14.545884377483837,0.2494271215271896,170.73154520902608,0.9997546304272737,2824.564312386557,-0.04189232629879825,-2.360362794895238,1353,0.19042224207001276,-0.8306591784804879,0.8306591784804879,SNACKPACK_PISTACHIO-> SNACKPACK_RASPBERRY lag2,-0.01660715541219746,0.01660715541219746,1.9342755326375574
MICROCHIP_OVAL,MICROCHIP_TRIANGLE,MICROCHIP,MICROCHIP,True,2.032154114683283,same,"SELL MICROCHIP_OVAL, BUY 2.032x MICROCHIP_TRIANGLE","BUY MICROCHIP_OVAL, SELL 2.032x MICROCHIP_TRIANGLE",-9.654298992039415,0.8057969401957334,887.3769590092545,0.9992302211902749,900.103188811932,-0.6830839792835676,-3.5020790951344773,1930,1.4783367125785936,0.001804638427066761,0.001804638427066761,MICROCHIP_OVAL-> MICROCHIP_TRIANGLE lag1,-0.008758815346351843,0.008758815346351843,1.725909976551157
MICROCHIP_TRIANGLE,MICROCHIP_OVAL,MICROCHIP,MICROCHIP,True,0.3965235384331663,same,"SELL MICROCHIP_TRIANGLE, BUY 0.397x MICROCHIP_OVAL","BUY MICROCHIP_TRIANGLE, SELL 0.397x MICROCHIP_OVAL",5.609893831371832,0.8057969401957334,391.9803659183996,0.9991569525215851,821.8457195324805,-0.33045805907570625,-3.567571965308418,2066,0.5336354041976551,0.001804638427066761,0.001804638427066761,MICROCHIP_OVAL-> MICROCHIP_TRIANGLE lag1,-0.008758815346351843,0.008758815346351843,1.690647384530371
MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP,MICROCHIP,True,-1.447749352450254,reversed,"SELL MICROCHIP_SQUARE, SELL 1.448x MICROCHIP_RECTANGLE","BUY MICROCHIP_SQUARE, BUY 1.448x MICROCHIP_RECTANGLE",22.64053200949832,0.7688096418053536,678.0332678544257,0.9992052668329463,871.8293626833289,-0.5388555263296472,-3.5220967315349427,1536,0.7887398740272916,0.006181997196042688,0.006181997196042688,MICROCHIP_SQUARE-> MICROCHIP_RECTANGLE lag3,-0.008698418827155977,0.008698418827155977,1.678877191634361
MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP,True,-0.531037807410638,reversed,"SELL MICROCHIP_RECTANGLE, SELL 0.531x MICROCHIP_SQUARE","BUY MICROCHIP_RECTANGLE, BUY 0.531x MICROCHIP_SQUARE",14.120137202113336,0.7688096418053536,410.64546822361035,0.9991383479959279,804.0931937177163,-0.3538334906580844,-3.5973642478392063,1410,0.6658663811176272,0.006181997196042688,0.006181997196042688,MICROCHIP_SQUARE-> MICROCHIP_RECTANGLE lag3,-0.008698418827155977,0.008698418827155977,1.6603749880672047
SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,SLEEP_POD,SLEEP_POD,True,0.9680164411539794,same,"SELL SLEEP_POD_POLYESTER, BUY 0.968x SLEEP_POD_COTTON","BUY SLEEP_POD_POLYESTER, SELL 0.968x SLEEP_POD_COTTON",0.32523018247743235,0.7631960133886351,411.087563840134,0.999411757309698,1177.9887835575717,-0.24181925450304484,-2.983509072241503,746,1.13275301069077,-0.007546755464659097,0.007546755464659097,SLEEP_POD_POLYESTER-> SLEEP_POD_COTTON lag3,0.0045982633122279674,0.0045982633122279674,1.6449246943035987
SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,SLEEP_POD,SLEEP_POD,True,0.7884122427495378,same,"SELL SLEEP_POD_COTTON, BUY 0.788x SLEEP_POD_POLYESTER","BUY SLEEP_POD_COTTON, SELL 0.788x SLEEP_POD_POLYESTER",1.9576014619416289,0.7631960133886353,370.99636269105156,0.9994018279598488,1158.429018312383,-0.22191965115964654,-2.9898922366658045,1127,0.7706694287840566,-0.007546755464659097,0.007546755464659097,SLEEP_POD_POLYESTER-> SLEEP_POD_COTTON lag3,0.0045982633122279674,0.0045982633122279674,1.642934733969259
UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR,UV_VISOR,True,-1.8771833489841128,reversed,"SELL UV_VISOR_AMBER, SELL 1.877x UV_VISOR_MAGENTA","BUY UV_VISOR_AMBER, BUY 1.877x UV_VISOR_MAGENTA",26.452829989166272,0.7344966879576418,636.0371688351515,0.9994194711912813,1193.6461287141035,-0.36923789992490313,-2.9791350219284523,1343,0.7630580422577952,0.006257962748005969,0.006257962748005969,UV_VISOR_AMBER-> UV_VISOR_MAGENTA lag3,-0.01335563823979916,0.01335563823979916,1.6276784406981382
SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,SLEEP_POD,SLEEP_POD,True,0.832968488013088,same,"SELL SLEEP_POD_SUEDE, BUY 0.833x SLEEP_POD_POLYESTER","BUY SLEEP_POD_SUEDE, SELL 0.833x SLEEP_POD_POLYESTER",1.5281708731488204,0.7468924041419416,409.6302060755912,0.9995026118410872,1393.2273461858686,-0.20374521403506407,-2.7182352507423064,1370,0.58727014143639,0.005340366446237404,0.005340366446237404,SLEEP_POD_SUEDE-> SLEEP_POD_POLYESTER lag3,0.005566081132988401,0.005566081132988401,1.6226072919916856
UV_VISOR_MAGENTA,UV_VISOR_AMBER,UV_VISOR,UV_VISOR,True,-0.3912759445448597,reversed,"SELL UV_VISOR_MAGENTA, SELL 0.391x UV_VISOR_AMBER","BUY UV_VISOR_MAGENTA, BUY 0.391x UV_VISOR_AMBER",12.82330595602437,0.7344966879576418,290.38268953061606,0.9992977245358807,986.6552333593585,-0.2039286380622569,-3.2603724896075046,604,1.5301359913358294,0.006257962748005969,0.006257962748005969,UV_VISOR_AMBER-> UV_VISOR_MAGENTA lag3,-0.01335563823979916,0.01335563823979916,1.6111475145118734
SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SLEEP_POD,SLEEP_POD,True,0.8966634571297326,same,"SELL SLEEP_POD_POLYESTER, BUY 0.897x SLEEP_POD_SUEDE","BUY SLEEP_POD_POLYESTER, SELL 0.897x SLEEP_POD_SUEDE",1.0028245549791963,0.7468924041419417,425.00341857436933,0.9994822230393342,1338.3517805793979,-0.22005697834172894,-2.8440995514356984,273,1.2801032717666319,0.005340366446237404,0.005340366446237404,SLEEP_POD_SUEDE-> SLEEP_POD_POLYESTER lag3,0.005566081132988401,0.005566081132988401,1.578838468422352
PEBBLES_XS,PEBBLES_S,PEBBLES,PEBBLES,True,1.6069918643732646,same,"SELL PEBBLES_XS, BUY 1.607x PEBBLES_S","BUY PEBBLES_XS, SELL 1.607x PEBBLES_S",-5.721113594113766,0.6441991346671884,1149.8345961075072,0.9995188543265269,1440.271528992347,-0.553237941127425,-2.748724849224349,1178,0.7294192318518705,-0.005397949767690545,0.005397949767690545,PEBBLES_S-> PEBBLES_XS lag3,0.008117576985308126,0.008117576985308126,1.5549208785476216
PEBBLES_S,PEBBLES_XS,PEBBLES,PEBBLES,True,0.40087267953807026,same,"SELL PEBBLES_S, BUY 0.401x PEBBLES_XS","BUY PEBBLES_S, SELL 0.401x PEBBLES_XS",5.528700435205833,0.6441991346671885,574.2906716458721,0.9994463516192416,1251.6162008692675,-0.3179551004414009,-2.878936243816854,1915,0.3666561116727372,-0.005397949767690545,0.005397949767690545,PEBBLES_S-> PEBBLES_XS lag3,0.008117576985308126,0.008117576985308126,1.5313925944790192
ROBOT_IRONING,ROBOT_MOPPING,ROBOT,ROBOT,True,-1.041346275167209,reversed,"SELL ROBOT_IRONING, SELL 1.041x ROBOT_MOPPING","BUY ROBOT_IRONING, BUY 1.041x ROBOT_MOPPING",18.76464758994915,0.6577266098485537,521.5920950983688,0.9995548107704125,1556.6254352599503,-0.23220718297574325,-2.5578119548134146,1037,0.9949070620983292,-0.0003197952788483348,0.0003197952788483348,ROBOT_IRONING-> ROBOT_MOPPING lag3,0.013189515348950184,0.013189515348950184,1.5312671234249764
ROBOT_MOPPING,ROBOT_IRONING,ROBOT,ROBOT,True,-0.631611813988525,reversed,"SELL ROBOT_MOPPING, SELL 0.632x ROBOT_IRONING","BUY ROBOT_MOPPING, BUY 0.632x ROBOT_IRONING",15.03933130686832,0.6577266098485537,406.21741603792634,0.9995291056150617,1471.6335347294507,-0.19128550027646696,-2.656144793288606,651,1.3043578429615694,-0.0003197952788483348,0.0003197952788483348,ROBOT_IRONING-> ROBOT_MOPPING lag3,0.013189515348950184,0.013189515348950184,1.5271749551550489
ROBOT_IRONING,ROBOT_VACUUMING,ROBOT,ROBOT,True,1.2213386887005797,same,"SELL ROBOT_IRONING, BUY 1.221x ROBOT_VACUUMING","BUY ROBOT_IRONING, SELL 1.221x ROBOT_VACUUMING",-2.0733221398351676,0.632396023497754,540.5483337773484,0.9995089891511214,1411.3272584922229,-0.2654150962279889,-2.7218028642086454,969,1.0392463247554584,0.013846326677296903,0.013846326677296903,ROBOT_VACUUMING-> ROBOT_IRONING lag3,0.0054025355972848075,0.0054025355972848075,1.5227838597978498
ROBOT_VACUUMING,ROBOT_IRONING,ROBOT,ROBOT,True,0.5177892335258619,same,"SELL ROBOT_VACUUMING, BUY 0.518x ROBOT_IRONING","BUY ROBOT_VACUUMING, SELL 0.518x ROBOT_IRONING",4.4266985077287515,0.6323960234977551,351.9597362768398,0.999476501817284,1323.721374706764,-0.18425028233010515,-2.7310476204601093,1470,0.11961791642592084,0.013846326677296905,0.013846326677296905,ROBOT_VACUUMING-> ROBOT_IRONING lag3,0.0054025355972848075,0.0054025355972848075,1.5146673784080626
PEBBLES_XL,PEBBLES_M,PEBBLES,PEBBLES,True,0.6602111379859325,same,"SELL PEBBLES_XL, BUY 0.660x PEBBLES_M","BUY PEBBLES_XL, SELL 0.660x PEBBLES_M",3.384141453439525,0.10589757551626944,1308.2120443721333,0.9997079769459848,2373.257722724287,-0.3820280764970523,-2.2223285906027805,935,2.3574570592427406,-0.5059318818640347,0.5059318818640347,PEBBLES_XL-> PEBBLES_M lag1,-0.01073426434574457,0.01073426434574457,1.5000322650300093
ROBOT_LAUNDRY,ROBOT_VACUUMING,ROBOT,ROBOT,True,0.8627130112272051,same,"SELL ROBOT_LAUNDRY, BUY 0.863x ROBOT_VACUUMING","BUY ROBOT_LAUNDRY, SELL 0.863x ROBOT_VACUUMING",1.3210966648842613,0.6222012962967075,390.24199863300237,0.999397495148236,1150.09587937219,-0.23512269753857748,-3.077337251203122,1144,0.6931403454603057,-0.0014338070620628595,0.0014338070620628595,ROBOT_LAUNDRY-> ROBOT_VACUUMING lag1,-0.008295204431141694,0.008295204431141694,1.4971473731126281
ROBOT_VACUUMING,ROBOT_LAUNDRY,ROBOT,ROBOT,True,0.7212146892413608,same,"SELL ROBOT_VACUUMING, BUY 0.721x ROBOT_LAUNDRY","BUY ROBOT_VACUUMING, SELL 0.721x ROBOT_LAUNDRY",2.4933530336793797,0.6222012962967077,356.80679381160473,0.99936831239109,1096.9476391296969,-0.22539043042580784,-3.1544088638923937,1335,0.5176776704418262,-0.0014338070620628597,0.0014338070620628597,ROBOT_LAUNDRY-> ROBOT_VACUUMING lag1,-0.008295204431141694,0.008295204431141694,1.4961741464013512
ROBOT_MOPPING,ROBOT_VACUUMING,ROBOT,ROBOT,True,-0.9420116744851313,reversed,"SELL ROBOT_MOPPING, SELL 0.942x ROBOT_VACUUMING","BUY ROBOT_MOPPING, BUY 0.942x ROBOT_VACUUMING",17.905017003711166,0.6202608853151037,427.87275929115646,0.9995027217495251,1393.5353539034802,-0.2127718171663788,-2.6778088090106125,1087,0.5968704354534277,-0.003880974477541076,0.003880974477541076,ROBOT_VACUUMING-> ROBOT_MOPPING lag3,-0.01843510690434756,0.01843510690434756,1.4954190415092827
ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT,ROBOT,True,-0.6584428857042728,reversed,"SELL ROBOT_VACUUMING, SELL 0.658x ROBOT_MOPPING","BUY ROBOT_VACUUMING, BUY 0.658x ROBOT_MOPPING",15.253278167656966,0.6202608853151041,357.7219175181092,0.9994959406309041,1374.7834376293788,-0.18031308405598884,-2.601267009806656,1769,0.5155026089919285,-0.0038809744775410767,0.0038809744775410767,ROBOT_VACUUMING-> ROBOT_MOPPING lag3,-0.01843510690434756,0.01843510690434756,1.4921731681982442
PEBBLES_M,PEBBLES_XL,PEBBLES,PEBBLES,True,0.16039955920665763,same,"SELL PEBBLES_M, BUY 0.160x PEBBLES_XL","BUY PEBBLES_M, SELL 0.160x PEBBLES_XL",7.713350921145576,0.10589757551626955,644.8197117341116,0.9996489531531394,1974.1681660782638,-0.22636192659776094,-2.2962730599534216,1452,0.43160726590256737,-0.5059318818640347,0.5059318818640347,PEBBLES_XL-> PEBBLES_M lag1,-0.01073426434574457,0.01073426434574457,1.4844656500400804
ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT,ROBOT,True,1.0510385319352973,same,"SELL ROBOT_IRONING, BUY 1.051x ROBOT_LAUNDRY","BUY ROBOT_IRONING, SELL 1.051x ROBOT_LAUNDRY",-0.5922287824274458,0.5602165846241649,591.2400656016134,0.9995793583600439,1647.4864141511243,-0.2487001908028195,-2.7202423767011914,884,1.439081946174072,-0.009050840358147846,0.009050840358147846,ROBOT_IRONING-> ROBOT_LAUNDRY lag1,-0.0022191604551337826,0.0022191604551337826,1.4441374440625947
ROBOT_LAUNDRY,ROBOT_IRONING,ROBOT,ROBOT,True,0.5330124135340946,same,"SELL ROBOT_LAUNDRY, BUY 0.533x ROBOT_IRONING","BUY ROBOT_LAUNDRY, SELL 0.533x ROBOT_IRONING",4.357478221253613,0.5602165846241656,421.03984715537473,0.9995760234447735,1634.5248871778406,-0.17851102401022031,-2.612221101277692,823,0.7575866857839019,-0.009050840358147846,0.009050840358147846,ROBOT_IRONING-> ROBOT_LAUNDRY lag1,-0.0022191604551337826,0.0022191604551337826,1.4371185273833353
ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT,ROBOT,True,-0.6286264263330217,reversed,"SELL ROBOT_DISHES, SELL 0.629x ROBOT_LAUNDRY","BUY ROBOT_DISHES, BUY 0.629x ROBOT_LAUNDRY",14.987998165345461,0.5177502318390992,385.18757734508586,0.9989528035837,661.5608836874342,-0.40336705059911165,-3.847396467614263,1639,0.9009109540505047,0.0013027653879087767,0.0013027653879087767,ROBOT_DISHES-> ROBOT_LAUNDRY lag1,-0.005918932748492148,0.005918932748492148,1.4093897022869193
